Set Number,Barcode Value,Roll Number,Ans1,Ans2,Ans3,Ans4,Ans5,Ans6,Ans7,Ans8,Ans9,Ans10,Ans11,Ans12,Ans13,Ans14,Ans15,Ans16,Ans17,Ans18,Ans19,Ans20,Ans21,Ans22,Ans23,Ans24,Ans25,Ans26,Ans27,Ans28,Ans29,Ans30,Ans31,Ans32,Ans33,Ans34,Ans35,Ans36,Ans37,Ans38,Ans39,Ans40,Ans41,Ans42,Ans43,Ans44,Ans45,Ans46,Ans47,Ans48,Ans49,Ans50,Ans51,Ans52,Ans53,Ans54,Ans55,Ans56,Ans57,Ans58,Ans59,Ans60,Ans61,Ans62,Ans63,Ans64,Ans65,Ans66,Ans67,Ans68,Ans69,Ans70,Ans71,Ans72,Ans73,Ans74,Ans75,Ans76,Ans77,Ans78,Ans79,Ans80,Ans81,Ans82,Ans83,Ans84,Ans85,Ans86,Ans87,Ans88,Ans89,Ans90,Ans91,Ans92,Ans93,Ans94,Ans95,Ans96,Ans97,Ans98,Ans99,Ans100
,'1402100410,'9675623410542361,a, , , ,a,d, , ,b, ,d,b, , ,d,b, , , , , ,d, ,c, , , , , , , ,a, , , , , , , , , , , , , , , ,b, , , , ,a, , , , , , , , , , , , ,d, , , , , , , , , , , , , ,b, , , , , , ,d, , , , , , , ,b, , , , , 
